#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
       0.000      33.2599379      0.0000000      0.0000000     33.2599379
      10.000      33.2517948      3.1572723      9.1197068     33.2833675
      20.000      33.1535252     18.2235440     39.0625940     33.5179961
      30.000      32.8653451     40.0505092     70.2622051     34.0668604
      40.000      32.3452443     64.1382965     97.8286263     34.9107762
      50.000      31.5815654     88.5629202    121.3023264     36.0097114
      60.000      30.5757189    112.4825776    141.1363047     37.3246735
      70.000      29.3348200    135.5375386    157.9707594     38.8224477
      80.000      27.8682981    157.5968690    172.3883844     40.4760477
      90.000      26.1862821    178.6378960    184.8453032     42.2636927
     100.000      24.2988483    198.6871535    195.6824213     44.1675636
     110.000      22.2156879    217.7919759    205.1569180     46.1728052
     120.000      19.9459743    236.0071553    213.4694643     48.2668329
     130.000      17.4983231    253.3887894    220.7824777     50.4388657
     140.000      14.8807946    269.9914945    227.2312289     52.6796039
     150.000      12.1009162    285.8671833    232.9304658     54.9809937
     160.000       9.1657116    301.0645781    237.9785157     57.3360441
     170.000       6.0817339    315.6290762    242.4600405     59.7386769
     180.000       2.8550990    329.6027890    246.4480714     62.1836010
     190.000      -0.5084827    343.0246690    250.0056367     64.6662044
     200.000      -4.0036751    355.9306807    253.1871336     67.1824610
     210.000      -7.6254876    368.3539921    256.0395113     69.7288507
     220.000     -11.3692481    380.3251729    258.6033023     72.3022899
     230.000     -15.2305781    391.8723920    260.9135210     74.9000720
     240.000     -19.2053695    403.0216082    263.0004431     77.5198164
     250.000     -23.2897636    413.7967517    264.8902796     80.1594243
     260.000     -27.4801314    424.2198946    266.6057572     82.8170412
     270.000     -31.7730562    434.3114096    268.1666151     85.4910244
     280.000     -36.1653171    444.0901166    269.5900305     88.1799156
     290.000     -40.6538740    453.5734172    270.8909816     90.8824170
     300.000     -45.2358545    462.7774178    272.0825566     93.5973708
     310.000     -49.9085412    471.7170423    273.1762175     96.3237419
     320.000     -54.6693604    480.4061339    274.1820243     99.0606024
     330.000     -59.5158718    488.8575481    275.1088268    101.8071191
     340.000     -64.4457590    497.0832375    275.9644272    104.5625417
     350.000     -69.4568213    505.0943276    276.7557202    107.3261934
     360.000     -74.5469649    512.9011864    277.4888116    110.0974622
     370.000     -79.7141965    520.5134873    278.1691208    112.8757938
     380.000     -84.9566163    527.9402661    278.8014684    115.6606848
     390.000     -90.2724117    535.1899726    279.3901513    118.4516776
     400.000     -95.6598519    542.2705176    279.9390077    121.2483551
     410.000    -101.1172829    549.1893157    280.4514732    124.0503365
     420.000    -106.6431223    555.9533236    280.9306288    126.8572736
     430.000    -112.2358552    562.5690758    281.3792434    129.6688473
     440.000    -117.8940302    569.0427163    281.7998096    132.4847650
     450.000    -123.6162552    575.3800283    282.1945760    135.3047575
     460.000    -129.4011945    581.5864605    282.5655741    138.1285773
     470.000    -135.2475653    587.6671516    282.9146431    140.9559959
     480.000    -141.1541346    593.6269526    283.2434505    143.7868026
     490.000    -147.1197167    599.4704473    283.5535109    146.6208025
     500.000    -153.1431703    605.2019706    283.8462021    149.4578150
     510.000    -159.2233966    610.8256262    284.1227794    152.2976728
     520.000    -165.3593363    616.3453019    284.3843885    155.1402207
     530.000    -171.5499683    621.7646840    284.6320763    157.9853142
     540.000    -177.7943073    627.0872710    284.8668011    160.8328190
     550.000    -184.0914022    632.3163857    285.0894409    163.6826099
     560.000    -190.4403340    637.4551862    285.3008018    166.5345702
     570.000    -196.8402149    642.5066767    285.5016244    169.3885909
     580.000    -203.2901861    647.4737171    285.6925902    172.2445699
     590.000    -209.7894168    652.3590317    285.8743272    175.1024119
     600.000    -216.3371029    657.1652176    286.0474146    177.9620276
     610.000    -222.9324657    661.8947522    286.2123873    180.8233332
