        _
  _ __ | |__   ___  _ __   ___   _ __  _   _
 | '_ \| '_ \ / _ \| '_ \ / _ \ | '_ \| | | |
 | |_) | | | | (_) | | | | (_) || |_) | |_| |
 | .__/|_| |_|\___/|_| |_|\___(_) .__/ \__, |
 |_|                            |_|    |___/
                                       2.8.1

Python version 3.9.7
Spglib version 1.16.3

Phonopy configuration was read from "mesh.conf".
Calculator interface: aims
Crystal structure was read from "phonopy_disp.yaml".
Unit of length: angstrom
Mesh sampling mode
Settings:
  Sampling mesh: [32 64 64]
  Supercell: [2 2 2]
  Primitive matrix (Auto):
    [ 6.9388939e-17  0.0000000e+00 -1.0000000e+00]
    [0. 1. 0.]
    [1. 0. 0.]
Spacegroup: P2_1/m (11)
Use -v option to watch primitive cell, unit cell, and supercell structures.

Force sets were not found in "phonopy_disp.yaml".
Forces and displacements were read from "FORCE_SETS".
Computing force constants...
Max drift of force constants: -0.028948 (yy) -0.000000 (zx)

Mesh numbers: [32 64 64]
Number of irreducible q-points on sampling mesh: 32768/131072
Calculating phonons on sampling mesh...
Calculating thermal properties...
#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     870.000    -187.8780894    418.5921762    196.4917730    176.2971039
     880.000    -192.0752621    420.8382099    196.5596031    178.2623626
     890.000    -196.2947715    423.0596180    196.6252121    180.2282885
     900.000    -200.5363741    425.2569266    196.6886956    182.1948598
     910.000    -204.7998314    427.4306452    196.7501437    184.1620556
     920.000    -209.0849101    429.5812676    196.8096422    186.1298562
     930.000    -213.3913814    431.7092728    196.8672721    188.0982423
     940.000    -217.7190217    433.8151248    196.9231106    190.0671956
     950.000    -222.0676116    435.8992740    196.9772308    192.0366987
     960.000    -226.4369363    437.9621573    197.0297020    194.0067348
     970.000    -230.8267852    440.0041987    197.0805903    195.9772875
     980.000    -235.2369521    442.0258098    197.1299584    197.9483415
     990.000    -239.6672347    444.0273904    197.1778659    199.9198818
    1000.000    -244.1174345    446.0093286    197.2243698    201.8918941

Summary of calculation was written in "phonopy.yaml".
                 _
   ___ _ __   __| |
  / _ \ '_ \ / _` |
 |  __/ | | | (_| |
  \___|_| |_|\__,_|

