# Phonon free energy and specific heat from phonopy-FHI-aims
# Phonon zero point energy =            1.199397138 eV 
#     Temperature (K)          Free energy (eV/cell)     Internal energy (eV/cell)                 c_v (kB/cell)              -TS_vib(eV/cell)
               0.000                    1.199397138                   1.199397138                   0.000000000                  -0.000000000
              10.000                    1.199318189                   1.199673585                   1.488212941                  -0.000355397
              20.000                    1.197780829                   1.204245002                   9.983980290                  -0.006464173
              30.000                    1.192085242                   1.217304529                  20.195324734                  -0.025219287
              40.000                    1.180673923                   1.238637993                  29.058932123                  -0.057964070
              50.000                    1.163035147                   1.267003431                  36.596057737                  -0.103968284
              60.000                    1.139099920                   1.301468747                  43.284605477                  -0.162368827
              70.000                    1.108951395                   1.341444091                  49.413058281                  -0.232492696
              80.000                    1.072721212                   1.386497568                  55.075757128                  -0.313776356
              90.000                    1.030559328                   1.436233140                  60.277700525                  -0.405673812
             100.000                    0.982626676                   1.490248255                  65.006748040                  -0.507621579
             110.000                    0.929092691                   1.548134177                  69.262974042                  -0.619041485
             120.000                    0.870132968                   1.609489806                  73.063782600                  -0.739356839
             130.000                    0.805926496                   1.673935152                  76.439789304                  -0.868008655
             140.000                    0.736652886                   1.741120176                  79.428976343                  -1.004467291
             150.000                    0.662489908                   1.810728961                  82.071872556                  -1.148239053
             160.000                    0.583611550                   1.882480393                  84.408319048                  -1.298868843
             170.000                    0.500186578                   1.956126685                  86.475596721                  -1.455940107
             180.000                    0.412377570                   2.031450719                  88.307520451                  -1.619073149
             190.000                    0.320340327                   2.108262905                  89.934149047                  -1.787922578
             200.000                    0.224223576                   2.186397954                  91.381854622                  -1.962174378
             210.000                    0.124168893                   2.265711801                  92.673581470                  -2.141542908
             220.000                    0.020310780                   2.346078800                  93.829189002                  -2.325768021
             230.000                   -0.087223150                   2.427389219                  94.865816924                  -2.514612370
             240.000                   -0.198311916                   2.509547054                  95.798238754                  -2.707858970
             250.000                   -0.312840874                   2.592468126                  96.639186804                  -2.905309000
             260.000                   -0.430701396                   2.676078459                  97.399641833                  -3.106779855
             270.000                   -0.551790540                   2.760312873                  98.089086222                  -3.312103414
             280.000                   -0.676010722                   2.845113795                  98.715722465                  -3.521124517
             290.000                   -0.803269393                   2.930430237                  99.286660214                  -3.733699630
             300.000                   -0.933478732                   3.016216925                  99.808075564                  -3.949695657
             310.000                   -1.066555351                   3.102433553                 100.285346290                  -4.168988904
             320.000                   -1.202420012                   3.189044149                 100.723166476                  -4.391464160
             330.000                   -1.340997368                   3.276016525                 101.125643638                  -4.617013893
             340.000                   -1.482215718                   3.363321811                 101.496381028                  -4.845537530
             350.000                   -1.626006772                   3.450934051                 101.838547452                  -5.076940823
             360.000                   -1.772305438                   3.538829852                 102.154936560                  -5.311135291
             370.000                   -1.921049627                   3.626988087                 102.448017285                  -5.548037714
             380.000                   -2.072180061                   3.715389631                 102.719976834                  -5.787569692
             390.000                   -2.225640103                   3.804017137                 102.972757394                  -6.029657241
             400.000                   -2.381375599                   3.892854837                 103.208087555                  -6.274230436
             410.000                   -2.539334725                   3.981888370                 103.427509246                  -6.521223095
             420.000                   -2.699467852                   4.071104631                 103.632400908                  -6.770572484
             430.000                   -2.861727416                   4.160491643                 103.823997443                  -7.022219059
             440.000                   -3.026067799                   4.250038433                 104.003407454                  -7.276106232
             450.000                   -3.192445219                   4.339734938                 104.171628160                  -7.532180156
             460.000                   -3.360817624                   4.429571909                 104.329558338                  -7.790389533
             470.000                   -3.531144599                   4.519540835                 104.478009575                  -8.050685433
             480.000                   -3.703387275                   4.609633868                 104.617716072                  -8.313021143
             490.000                   -3.877508247                   4.699843764                 104.749343212                  -8.577352011
             500.000                   -4.053471492                   4.790163825                 104.873495047                  -8.843635317
             510.000                   -4.231242302                   4.880587851                 104.990720878                  -9.111830153
             520.000                   -4.410787211                   4.971110091                 105.101521027                  -9.381897302
             530.000                   -4.592073935                   5.061725208                 105.206351930                  -9.653799143
             540.000                   -4.775071311                   5.152428241                 105.305630617                  -9.927499552
             550.000                   -4.959749243                   5.243214571                 105.399738689                 -10.202963815
             560.000                   -5.146078647                   5.334079897                 105.489025829                 -10.480158543
             570.000                   -5.334031403                   5.425020203                 105.573812922                 -10.759051605
             580.000                   -5.523580311                   5.516031740                 105.654394828                 -11.039612052
             590.000                   -5.714699047                   5.607111004                 105.731042852                 -11.321810052
             600.000                   -5.907362121                   5.698254714                 105.804006946                 -11.605616836
             610.000                   -6.101544840                   5.789459796                 105.873517677                 -11.891004636
             620.000                   -6.297223272                   5.880723367                 105.939787992                 -12.177946638
             630.000                   -6.494374211                   5.972042720                 106.003014792                 -12.466416931
             640.000                   -6.692975149                   6.063415312                 106.063380356                 -12.756390461
             650.000                   -6.893004240                   6.154838751                 106.121053609                 -13.047842991
             660.000                   -7.094440275                   6.246310787                 106.176191277                 -13.340751061
             670.000                   -7.297262656                   6.337829296                 106.228938919                 -13.635091952
             680.000                   -7.501451368                   6.429392279                 106.279431861                 -13.930843647
             690.000                   -7.706986958                   6.520997847                 106.327796045                 -14.227984805
             700.000                   -7.913850507                   6.612644218                 106.374148791                 -14.526494725
