# Phonon free energy and specific heat from phonopy-FHI-aims
# Phonon zero point energy =            0.214234148 eV 
#     Temperature (K)          Free energy (eV/cell)     Internal energy (eV/cell)                 c_v (kB/cell)              -TS_vib(eV/cell)
               0.000                    0.214234148                   0.214234148                   0.000000000                  -0.000000000
               1.000                    0.214234148                   0.214234149                   0.000049510                  -0.000000001
               1.999                    0.214234143                   0.214234170                   0.000531016                  -0.000000027
               2.999                    0.214234113                   0.214234262                   0.001757698                  -0.000000149
               3.998                    0.214234033                   0.214234502                   0.004026640                  -0.000000470
               4.998                    0.214233865                   0.214234999                   0.007802946                  -0.000001134
               5.997                    0.214233561                   0.214235912                   0.013888934                  -0.000002352
               6.997                    0.214233055                   0.214237495                   0.023618171                  -0.000004440
               7.996                    0.214232256                   0.214240141                   0.038941390                  -0.000007885
               8.996                    0.214231033                   0.214244432                   0.062240894                  -0.000013399
               9.995                    0.214229211                   0.214251162                   0.095941758                  -0.000021951
              10.995                    0.214226557                   0.214261318                   0.142103360                  -0.000034761
              11.994                    0.214222786                   0.214276039                   0.202132721                  -0.000053253
              12.994                    0.214217561                   0.214296554                   0.276667302                  -0.000078993
              13.993                    0.214210500                   0.214324112                   0.365604442                  -0.000113612
              14.993                    0.214201188                   0.214359927                   0.468224912                  -0.000158739
              15.992                    0.214189186                   0.214405129                   0.583357848                  -0.000215943
              16.992                    0.214174044                   0.214460734                   0.709547738                  -0.000286690
              17.991                    0.214155307                   0.214527627                   0.845200206                  -0.000372321
              18.991                    0.214132527                   0.214606554                   0.988696513                  -0.000474027
              19.990                    0.214105266                   0.214698121                   1.138475547                  -0.000592855
              20.990                    0.214073104                   0.214802807                   1.293086984                  -0.000729703
              21.989                    0.214035640                   0.214920970                   1.451221315                  -0.000885330
              22.989                    0.213992497                   0.215052863                   1.611722732                  -0.001060366
              23.988                    0.213943321                   0.215198646                   1.773590147                  -0.001255325
              24.988                    0.213887781                   0.215358397                   1.935970644                  -0.001470616
              25.987                    0.213825574                   0.215532131                   2.098148540                  -0.001706557
              26.987                    0.213756418                   0.215719803                   2.259532327                  -0.001963385
              27.986                    0.213680056                   0.215921323                   2.419640972                  -0.002241267
              28.986                    0.213596253                   0.216136564                   2.578090518                  -0.002540311
              29.985                    0.213504794                   0.216365370                   2.734581503                  -0.002860576
              30.985                    0.213405486                   0.216607562                   2.888887441                  -0.003202076
              31.984                    0.213298153                   0.216862944                   3.040844469                  -0.003564791
              32.984                    0.213182637                   0.217131309                   3.190342118                  -0.003948673
              33.983                    0.213058795                   0.217412442                   3.337315152                  -0.004353647
              34.983                    0.212926500                   0.217706124                   3.481736365                  -0.004779624
              35.982                    0.212785637                   0.218012135                   3.623610252                  -0.005226498
              36.982                    0.212636107                   0.218330257                   3.762967434                  -0.005694150
              37.981                    0.212477817                   0.218660275                   3.899859769                  -0.006182458
              38.981                    0.212310689                   0.219001981                   4.034356061                  -0.006691291
              39.980                    0.212134652                   0.219355170                   4.166538306                  -0.007220518
              40.980                    0.211949644                   0.219719647                   4.296498415                  -0.007770003
              41.979                    0.211755611                   0.220095226                   4.424335359                  -0.008339616
              42.979                    0.211552505                   0.220481728                   4.550152713                  -0.008929223
              43.978                    0.211340285                   0.220878984                   4.674056531                  -0.009538698
              44.978                    0.211118917                   0.221286832                   4.796153545                  -0.010167916
              45.977                    0.210888369                   0.221705123                   4.916549647                  -0.010816755
              46.977                    0.210648615                   0.222133714                   5.035348617                  -0.011485099
